problem;BrasilPR25n
useTBAS;0
run;seed;cost;time_ms
0;9176377229071207081;227;615.573416
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
38;15524044195614787644;226;578.486958
0,3,2,4,11,5,10,9,19,6,8,14,21,1,15,12,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
39;4980590106503615414;227;661.083875
0,3,2,4,11,9,10,5,19,6,8,15,12,13,1,21,14,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
40;3943098024137922559;226;589.470875
0,3,2,4,11,6,19,9,10,5,8,21,14,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
41;141425323448007506;227;640.977292
0,3,2,19,5,4,10,9,11,6,8,14,21,1,15,12,13,7,17,16,20,22,24,18,23
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
42;16001952662412044218;226;547.914125
0,3,2,4,10,9,11,5,19,6,8,21,14,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
43;6069959457317431616;228;663.539084
0,22,20,23,18,24,17,16,14,7,13,1,15,12,21,8,6,11,9,10,5,4,19,2,3
2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
44;2033442876187297925;228;582.761208
0,19,9,11,6,8,5,10,4,3,2,13,12,15,1,21,14,16,17,7,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
45;7223543130371895193;226;582.215875
0,3,2,4,10,5,19,9,11,6,8,21,14,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
46;4350234967155519396;227;570.424916
0,3,2,19,6,11,9,10,5,4,8,21,1,13,12,15,14,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
47;10524526614539617298;226;595.167708
0,3,2,4,10,9,11,5,19,6,8,21,14,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
48;3004527168784687515;226;529.24925
0,3,2,4,10,5,19,9,11,6,8,14,21,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
49;3975454624479931874;226;511.278416
0,3,2,4,11,6,19,9,10,5,8,14,21,1,15,12,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
50;1666912681748276242;226;531.557125
0,3,2,4,10,9,11,6,19,5,8,14,21,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
best;76241568449944305;226;667.846959
0,3,2,4,19,5,10,9,11,6,8,21,14,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
