problem;BrasilNO45n
useTBAS;0
run;seed;cost;time_ms
0;9176377229071207081;546;73873.7735
0,9,2,6,1,16,7,18,17,29,30,28,34,8,39,43,24,32,22,44,37,41,25,26,5,14,12,13,3,42,31,35,20,23,4,36,27,38,11,19,10,40,21,33,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
10;18422523289718600251;549;78907.710375
0,38,27,40,21,33,19,10,15,12,35,31,36,42,3,13,4,23,20,26,25,37,41,5,14,1,6,2,9,8,16,11,18,17,29,30,28,34,7,39,43,24,44,22,32
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0
11;12120595211417451604;547;85592.371208
0,9,2,6,1,16,11,18,7,29,34,8,30,28,39,44,22,32,24,43,37,41,25,26,5,14,12,35,31,42,3,13,4,23,17,36,27,40,21,33,20,38,10,19,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
12;11180516292616150398;547;76228.54425
0,30,28,34,7,9,8,11,2,16,1,18,17,29,39,44,22,32,24,43,37,41,25,26,5,14,12,13,4,23,20,35,31,42,3,36,27,40,21,33,10,38,19,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
13;13235578871255005297;545;77969.684708
0,9,8,11,16,1,29,17,18,30,28,34,7,39,43,24,32,22,44,37,41,25,26,5,14,12,35,20,23,4,13,3,42,36,27,38,21,40,31,33,15,10,19,2,6
2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4
14;17784125318686945540;545;70513.227125
0,6,1,16,11,18,17,29,34,28,30,8,9,7,39,43,24,32,22,44,37,41,25,26,5,14,12,35,20,23,4,13,3,42,36,27,40,31,33,21,38,2,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
15;15956506419893335137;547;75343.379084
0,30,28,34,7,9,2,6,1,16,11,18,17,29,39,43,24,32,22,44,37,41,25,26,5,14,12,35,20,23,4,13,3,42,31,36,27,38,8,40,21,33,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
16;2899130862535483918;544;80934.103583
0,9,7,29,1,6,2,16,11,18,30,28,34,8,39,44,22,32,24,43,37,41,25,26,5,14,12,35,20,23,4,13,3,42,17,36,27,38,21,33,31,40,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
17;11850605890185619915;546;77184.560458
0,15,10,38,27,40,21,33,19,12,35,20,23,4,13,3,36,31,42,24,32,22,44,39,43,37,41,25,26,5,14,1,6,2,9,7,34,28,30,8,16,11,18,17,29
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
18;13353388233111958045;547;78520.396375
0,9,2,11,18,17,29,1,30,28,34,8,16,7,39,44,22,32,24,43,37,41,25,26,5,14,12,23,20,35,31,42,3,13,4,36,27,40,21,33,10,38,19,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
19;6644193456908987648;544;88034.379041
0,9,7,34,28,30,2,29,17,18,1,16,11,8,39,44,22,32,24,43,37,41,25,26,5,14,12,35,20,23,4,13,3,42,36,27,38,21,40,31,33,19,10,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
20;9748498986499756733;548;75457.734083
0,6,1,16,11,18,17,29,34,7,9,8,30,28,39,43,24,32,22,21,44,37,41,25,26,5,14,12,35,20,23,4,13,3,42,36,27,38,2,19,10,40,31,33,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
21;9610614758425770644;547;82943.524
0,29,17,18,1,16,11,2,9,7,34,28,30,8,39,44,22,32,24,43,37,41,5,26,14,12,42,3,13,4,23,20,35,31,36,27,38,25,33,21,40,19,10,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
22;16467222360164019310;545;78309.266791
0,30,28,34,2,11,16,1,29,17,18,7,9,8,39,43,24,32,22,44,37,41,25,26,5,14,12,13,4,36,42,3,23,20,35,31,33,21,40,27,38,19,10,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
23;11726302834367551336;548;72316.961625
0,6,1,16,11,18,17,29,34,28,30,8,9,7,39,44,22,32,24,43,37,41,25,26,5,14,12,42,31,35,20,23,3,13,4,36,27,40,21,33,19,2,38,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
24;8896860786397106362;546;78372.246375
0,9,2,11,16,1,18,17,29,7,34,8,30,28,39,43,24,32,22,44,37,41,25,26,5,14,12,35,20,23,4,13,3,42,31,36,27,38,19,33,21,40,10,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
25;6737285527070588895;548;73213.873833
0,6,2,9,8,16,1,29,17,18,30,28,34,7,39,44,22,32,24,43,37,41,25,26,5,14,12,13,4,42,3,23,20,35,31,36,27,40,21,33,19,11,38,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
26;11634350522773239934;545;70962.169
0,6,15,10,33,31,40,27,38,19,12,35,20,23,4,13,3,36,42,24,32,22,44,21,43,37,41,25,26,5,14,1,16,2,11,18,17,29,34,8,9,7,39,28,30
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
27;7808547232002136844;548;88145.454208
0,9,2,6,1,16,11,18,17,29,34,28,30,8,39,44,21,22,32,24,43,37,41,25,26,5,14,12,35,20,23,4,13,3,42,36,27,40,31,33,7,38,10,19,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
28;3287009989320200796;548;77670.218917
0,6,38,27,40,21,33,19,10,15,12,13,4,23,3,35,31,36,42,24,43,20,32,22,44,37,41,25,26,5,14,1,16,11,2,30,8,18,17,29,39,28,34,7,9
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29;8484872300069380217;548;74546.500458
0,9,7,29,17,18,30,28,34,8,16,1,11,2,39,44,22,32,24,43,37,41,5,26,14,12,42,3,13,4,23,20,35,31,36,27,38,25,33,21,40,10,19,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
30;8138020970177873692;551;77119.75
0,9,2,11,16,1,18,17,29,7,34,28,30,8,39,43,24,44,22,32,20,26,25,37,41,5,14,12,35,23,4,13,3,42,36,27,40,31,33,21,38,10,19,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
31;16735953543485209995;545;82326.309541
0,9,2,11,16,1,18,17,29,7,34,28,30,8,39,43,24,32,22,44,37,41,25,26,5,14,12,42,36,4,13,3,23,20,35,31,33,21,40,27,38,10,19,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
32;957827445528146549;548;78940.282375
0,6,33,21,40,27,38,10,19,15,12,13,4,23,20,35,31,36,3,42,24,32,22,44,43,37,41,25,26,5,14,1,16,11,2,30,28,34,7,9,8,39,29,17,18
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
33;9178821638437730898;554;75203.257708
0,6,2,9,7,34,29,17,18,11,16,1,30,28,39,43,24,32,22,44,37,41,27,25,26,5,14,12,35,20,23,4,13,3,36,42,31,40,21,33,15,10,19,8,38
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
34;2354512119315649564;545;78835.686375
0,6,15,10,19,38,27,40,31,33,12,35,20,23,4,13,3,36,42,24,32,22,44,21,43,37,41,25,26,5,14,1,16,11,2,39,8,18,17,29,30,28,34,7,9
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
35;10160966691791677292;545;72931.2775
0,6,15,19,10,38,27,40,31,33,12,35,20,23,3,13,4,36,42,24,32,22,44,21,43,37,41,25,26,5,14,1,16,11,2,39,29,17,18,8,30,28,34,7,9
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
36;27474500062045820;547;75891.43675
0,6,1,16,11,2,9,7,34,28,30,18,17,29,39,44,22,32,24,43,37,41,25,26,5,14,12,35,20,23,4,13,3,42,36,27,40,31,33,21,38,8,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
37;7844575079918988844;547;77209.756792
0,9,7,34,29,17,18,11,16,1,6,2,30,28,39,44,22,32,24,43,37,41,25,26,5,14,12,13,4,23,20,35,31,42,3,36,27,38,8,40,21,33,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
38;15524044195614787644;551;79147.004958
0,15,33,31,40,21,38,10,19,12,35,20,23,4,13,3,36,42,24,32,22,44,27,43,37,41,39,25,26,5,14,1,6,2,9,7,34,28,30,8,16,11,18,17,29
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
39;4980590106503615414;549;76554.776333
0,30,28,34,29,17,18,11,16,1,6,2,9,7,39,43,24,32,22,44,37,41,25,26,5,14,12,35,23,4,13,3,42,31,36,27,40,21,33,20,38,8,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
40;3943098024137922559;553;74606.249083
0,6,15,10,19,33,31,40,27,38,12,13,4,36,42,3,35,23,20,26,25,14,5,41,37,44,21,22,32,24,43,39,7,9,8,30,28,34,2,11,16,1,18,17,29
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
41;141425323448007506;548;79169.759917
0,9,7,34,28,30,29,17,18,11,16,1,6,2,39,44,22,32,24,43,37,41,25,26,5,14,12,13,4,42,3,23,20,35,31,36,27,38,8,40,21,33,10,19,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
42;16001952662412044218;546;78296.63925
0,15,19,10,38,27,40,31,33,12,35,20,23,4,13,3,36,42,37,41,25,26,5,14,1,6,2,9,7,34,28,30,8,16,11,18,17,29,39,43,24,21,44,22,32
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0
43;6069959457317431616;543;73790.388375
0,9,2,11,16,1,29,17,18,7,34,28,30,8,39,43,24,32,22,44,37,41,25,26,5,14,12,35,20,23,4,13,3,42,36,27,38,21,40,31,33,10,19,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
44;2033442876187297925;547;78432.900791
0,9,7,34,28,30,25,29,17,18,1,16,11,8,39,43,24,32,22,44,37,41,5,26,14,12,13,3,42,31,35,20,23,4,36,27,38,40,21,33,15,10,19,2,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
45;7223543130371895193;547;77179.626875
0,9,7,34,28,30,29,17,18,1,16,11,8,39,44,22,32,24,43,37,41,25,26,5,14,12,13,3,42,36,4,23,20,35,31,33,21,40,27,38,10,15,19,2,6
2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4
46;4350234967155519396;552;71234.84625
0,6,33,21,40,27,38,19,10,15,12,35,31,36,42,3,13,4,23,20,26,25,37,41,5,14,1,16,7,9,2,11,18,17,29,30,28,34,8,39,43,24,44,22,32
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0
47;10524526614539617298;546;68526.284208
0,6,1,16,11,18,17,29,30,8,9,7,34,28,39,44,22,32,24,43,37,41,25,26,5,14,12,35,20,23,4,13,3,42,36,27,38,21,40,31,33,2,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
48;3004527168784687515;547;55818.265167
0,6,1,16,11,18,17,29,34,28,30,8,9,7,39,44,22,32,24,43,37,41,25,26,5,14,12,13,4,36,42,3,23,20,35,31,33,21,40,27,38,2,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
49;3975454624479931874;549;64361.905458
0,9,7,34,28,30,25,29,17,18,11,1,16,8,39,44,22,32,24,43,37,41,5,14,26,35,20,23,12,13,4,36,42,31,33,21,40,27,38,10,19,2,6,3,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
50;1666912681748276242;551;63330.624042
0,6,15,10,19,38,27,40,21,33,12,35,31,42,36,3,13,4,23,20,43,24,32,22,44,37,41,25,26,5,14,1,18,17,29,7,39,8,30,28,34,11,16,2,9
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
best;6069959457317431616;543;73790.388375
0,9,2,11,16,1,29,17,18,7,34,28,30,8,39,43,24,32,22,44,37,41,25,26,5,14,12,35,20,23,4,13,3,42,36,27,38,21,40,31,33,10,19,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
